Station,Lat,Lon,Met_Station,GPS_Height,Met_Height,Distance,Region_Code,Combination,Combinations,GPS_Data_Span,Met_Span_Acceptable,Reason,End Result,
SYOG,-69.007,39.5837,_17915_WMO_89532_,27.8971,21,0.7751,7,,,1997 to present,yes,,,
TAH1,-17.577,210.3938,_17940_WMO_91938_,93.4754,2,3.2207,5,,,2000 to present,yes,,,
TAUN,51.0123,356.8962,_1383_WMO_03840_,35.5348,252,19.458,8,yes,taun taut,2002 to 2004,yes,,,
TAUT,51.0234,356.9213,_1383_WMO_03840_,29.6621,252,21.4126,8,yes,taun taut,2005 to present,yes,,,
TBSB,51.4948,0.0373,_18911_ICAO_EGKB_,35.7301,183,16.0325,8,,,,,inadequate data span (1997 to 1997),,
TBSB,51.4948,0.0373,_19144_WMO_03779_,35.7301,43,10.6736,8,,,2012 to present,,inadequate data span (1997 to 2010),,
TCMS,24.798,120.9874,_17638_WMO_58968_,58.215,9,59.534,2,,,,,,,
TEDD,51.4253,359.6565,_708_WMO_03772_,23.9515,25,9.432,8,,,2007 to present,yes,,,
TEHN,35.6973,51.3341,_17648_WMO_40754_,1191.8631,1191,2.2175,2,,,2004 to present,yes,,,
THTI,-17.5771,210.3936,_17940_WMO_91938_,91.6814,2,3.2144,5,,,1998 to present,yes,,,
THU1,76.5373,291.212,_17107_WMO_04202_,38.2638,77,7.8397,6,,,1997 to 2000,yes,,,
THU3,76.537,291.175,_17107_WMO_04202_,19.3936,77,8.7512,6,,,2002 to present,yes,inadequate data span (2002 to 2006),"This is the longest time series we can get, will keep it because at least it is ongoing.",
THU3,76.537,291.175,_24827_WMO_04201_,19.3936,16,103.9994,6,,,,,,,
THUR,58.5812,356.2737,_32_WMO_03075_,45.5272,36,39.6992,8,yes,thur thus,2000 to 2006,yes,,,
THUS,58.5816,356.275,_32_WMO_03075_,41.1761,36,39.6439,8,yes,thur thus,2007 to present,yes,,,
TIDB,-35.3992,148.98,_22676_WMO_94925_,646.1596,587,11.0681,5,,,1997 to present,yes,,,
TIRE,56.5,353.1194,_18974_WMO_03100_,13.8314,9,0.0639,8,,,333 2010 to present,yes,,,
TIXI,71.6345,128.8664,_17387_WMO_21824_,53.8037,7,5.9999,2,,,1998 to present,yes,,,
TLLG,53.2915,353.6365,_24089_WMO_03967_,107.7226,97,22.0993,6,,,2008 to present,yes,,,
TNML,24.798,120.9873,_17638_WMO_58968_,56.8398,9,59.5397,2,,,,,,,
TOW2,-19.2693,147.0557,_17966_WMO_94294_,30.0737,9,32.2005,5,,,1997 to present,yes,,,
TRLE,52.2868,350.3269,_17090_WMO_03953_,78.8069,25,55.7425,8,,,,,,,
TRO1,69.6627,18.9396,_24804_WMO_01026_,106.9239,103,1.4391,6,,,1998 to present,NO,"inadequate data span, data gap (2001/2002)",,
TRO1,69.6627,18.9396,_16600_WMO_01025_,106.9239,10,2.4362,6,,,1998 to present,yes,,,
TROM,69.6627,18.9383,_24804_WMO_01026_,101.3064,103,1.4343,6,,,1998 to 2009,NO,"inadequate data span, data gap (2001/2002)",,
TROM,69.6627,18.9383,_16600_WMO_01025_,101.3064,10,2.4144,6,,,1998 to 2009,yes,,,
TSKB,36.1057,140.0875,_56368_WMO_47629_,28.2995,31,45.9833,2,,,1997 to 2010,NO,inadequate data span (2009 to present only),"Going to keep this, at least the time series will get longer.",
TWTF,24.9536,121.1645,_17638_WMO_58968_,182.4474,9,36.6532,2,,,2002 to present,yes,,,
UIST,57.3534,352.6251,_18903_WMO_03023_,5.2517,4,0.7279,8,,,2005 to present,yes,,,
ULAB,47.8651,107.0523,_17483_WMO_44292_,1612.4256,1306,14.9949,2,,,2001 to present,yes,,,
ULLA,57.895,354.8406,_67_WMO_03031_,10.0867,269,24.5981,8,,,2007 to present,yes,,,
ULLP,57.9057,354.8339,_67_WMO_03031_,24.5219,269,25.773,8,,,2012 to present,yes,,,
UNSA,-24.7275,294.5924,_18747_WMO_87046_,1224.2811,905,50.5123,3,,,,,,,
USN3,38.9206,282.9337,_18516_WMO_72405_,90.5354,5,8.3688,4,,,,yes,adequate data span (1997-2013),,
USNO,38.919,282.9338,_18516_WMO_72405_,82.0069,5,8.2001,4,,,1997 to present,yes,,,
VESL,-71.6738,357.1582,_25138_WMO_89004_,849.6843,815,3.2631,7,,,1998 to present,yes,inadequate data span (2000-10 to 2010-10),"Despite the inadequate data span, this was still the best option",
VILL,40.4436,356.048,_24694_WMO_08223_,595.2804,690,15.8333,6,,,1997 to present,yes,,,
VNDP,34.5563,239.3836,_18515_WMO_72394_,25.1422,79,41.1842,4,,,1997 to present,yes,,,
WARI,51.2048,357.8183,_888_WMO_03743_,129.3574,132,26.3201,8,yes,warm wari,2009 to present,yes,,,
WARM,51.2048,357.8183,_888_WMO_03743_,128.3252,132,26.32,8,yes,warm wari,2005 to 2008,yes,,,
WARS,51.2048,357.8183,_888_WMO_03743_,128.8615,132,26.3201,8,,,,yes,adequate data span (1997-2013),,
WATN,53.0058,358.7499,_556_WMO_03354_,117.5514,117,0.0671,8,,,2007 to present,yes,,,
WATT,52.1239,0.9581,_440_WMO_03590_,94.0614,89,0.0845,8,,,2004 to present,yes,,,
WEAR,54.7491,357.7696,_1074_WMO_03226_,356.6985,227,22.8879,8,,,2004 to present,yes,,,
WEIR,51.101,0.0076,_30620_WMO_03769_,70.4889,67,17.1223,8,yes,weir weiw,2004 to 2008,yes,,,
WEIW,51.101,0.0076,_30620_WMO_03769_,70.5165,67,17.1224,8,yes,weir weiw,2009 to present,yes,,,
WELL,52.3075,359.3754,_461_WMO_03560_,50.0539,85,14.1905,8,,,2006 to present,yes,,,
WEYB,52.9449,1.1303,_421_WMO_03488_,29.2261,21,0.6208,8,,,2004 to present,yes,,,
WHIT,60.7505,224.7779,_17800_WMO_71964_,1420.1211,703,9.2301,4,,,1997 to present,yes,,,
WIND,-22.5749,17.0894,_20731_WMO_68116_,1702.8783,1445,193.469,1,,,,,,,
WSRT,52.9146,6.6045,_24306_WMO_06279_,40.7712,12,21.0592,6,,,1997 to present,NO,"inadequate data span, large data gap (2001 to 2007)",,
WSRT,52.9146,6.6045,_23560_WMO_06280_,40.7712,4,24.3568,6,,,1997 to present,yes,,,
WUHN,30.5317,114.3573,_17619_WMO_57494_,40.2895,23,23.5032,2,,,1997 to present,yes,,,
YAR1,-29.0466,115.347,_24892_WMO_94417_,267.088,270,67.3678,5,,,,,,,
YARR,-29.0466,115.347,_24892_WMO_94417_,267.1579,270,67.3671,5,,,,,,,
YEAR,,,_18942_ICAO_EGXZ_,,,,,yes,year yeas,2004 to 2008,NO,No data overlap at all.,,
YEAR,54.1623,358.8999,_16596_WMO_03265_,176.9312,25,19.3736,8,yes,year yeas,2004 to 2008,NO,"inadequate data span, no data at all for year.",,
YEAR,54.1623,358.8999,_346_WMO_03266_,176.9312,14,16.3037,8,yes,year yeas,2004 to 2008,yes,,,
YEAS,,,_18942_ICAO_EGXZ_,,,,,yes,year yeas,2009 to present,NO,No data overlap at all.,,
YEAS,54.1623,358.8999,_16596_WMO_03265_,176.9455,25,19.3737,8,yes,year yeas,2009 to present,yes,"inadequate data span, no data at all for year.",,
YEAS,54.1623,358.8999,_346_WMO_03266_,176.9455,14,16.3038,8,yes,year yeas,2009 to present,yes,,,
YEBE,40.5249,356.9114,_23575_WMO_08226_,920.7643,639,17.1519,6,,,2000 to present,yes,inadequate data span (2002-08 to 2010-10),"Despite the inadequate data span, this was still the best option",
YELL,62.4809,245.5193,_22951_WMO_71936_,207.5281,205,2.9012,4,,,1997 to present,yes,,,
YIBL,22.1865,56.1123,_20568_WMO_41262_,129.6437,170,42.3084,2,,,2003 to present,yes,note: GPS data is gappy .:. So is the time series.,,
ZAMB,-15.4255,28.311,_21587_WMO_67751_,1324.7442,1018,99.4847,1,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
